,INSERT_DATETIME,URI,TOPIC,TOPIC_URI,TITLE,BODY,URL,RELEVANCE_CLASS,BODY_SUMMARY
1490,2023-09-12 04:02:07.878,7427505946,train,3b27edc7-6ce6-4216-bc47-5693f57b052e,Greece's worst train tragedy: What we know,"Dozens of people were killed in Greece on Tuesday in a head-on collision of a freight train with a passenger train carrying over 350 people on board, the country's worst-ever rail disaster. Here is what we know so far: The accident occurred at around 11:30 pm on Tuesday (2130 GMT) near Larissa in the Tempe Valley of Thessaly, central Greece, about 380 kilometres (236 miles) north of Athens, on the main railway line between the capital and Thessaloniki. The passenger train, with 342 passengers and ten employees on board, slammed head-on into a freight train travelling on the same track in the opposite direction, officials said. A fire broke out, apparently in the restaurant car that was among the three leading carriages. All ten train employees are believed to have died in the crash. ALSO READ: Train accident in Greece kills at least 32 At least 47 people have been confirmed dead by the fire department, but several more are known to have been trapped in the restaurant car and have yet to be extricated. Most of the casualties were in the first three carriages, which included first-class seats. Over 80 people were hurt. Most of the passengers were students returning to Thessaloniki after a long Carnival weekend. ALSO READ: Toll rises to 42 in Greek train crash, minister resigns Fire and rescue crews at the scene said they found apocalyptic scenes reminiscent of a war zone. Once we arrived at the scene of the disaster, our teams found themselves in an apocalyptic landscape, Yiannis Goulas, president of the union of emergency response workers (Ekav), told state broadcaster ERT on Wednesday. People covered in blood were running around asking for help. People strewn across the fields after being thrown out of broken windows, he added. Images of the burned-out, mangled carriages at the front of the passenger train were broadcast live nonstop by media outlets. Two cranes were deployed to help pry apart the crumpled metal to search for survivors and bodies. ALSO READ: Humanitarian crises: Less response in African countries Hours after the crash, the Larissa station manager was arrested after giving a statement to police. The 59-year-old man is being prosecuted for negligent homicide and causing involuntary bodily harm. If convicted, he faces life in prison. Prime Minister Kyriakos Mitsotakis said that everything shows that the drama was, sadly, mainly due to a tragic human error, and Transport Minister Kostas Karamanlis resigned over the accident. On Thursday, government spokesman Yiannis Economou said the station manager had confessed his responsibility for the accident. I believe the responsibility, the negligence, the error has been confessed by the station master, Economou said. But he also admitted delays in installing safety safeguards on the route where the accident took place, a result of chronic malaise and decades of failure in state management. ALSO READ: France records 22-ton jump in cocaine seizures Greece's rail network, with a total 2,552 kilometres (1,585 miles) of track, has long been plagued by mismanagement, poor maintenance, obsolete equipment and service delays. The head of the train drivers' union, Kostas Genidounias, said that trains were routed manually, as the electronic (safety) systems have not worked since 2000. In 2017, Greek state rail operator Trainose was acquired by the Italian public company Ferrovie Dello Stato Italiane (FS) and renamed Hellenic Train, part of a sweeping privatisation program mandated by Greece's creditors during the country's decade-long debt crisis. Hellenic Train has been criticised for being unable to provide detailed information on the passengers, hampering the search and rescue operations. In a statement Wednesday, the company said it was working closely with authorities and has offered financial support to the passengers.",https://www.thesouthafrican.com/news/world-news/train-tragedy-greeces-what-we-know-breaking-2-march-2023/,1,"At least 47 people have been confirmed dead by the fire department. Several more are known to have been trapped in the restaurant car and have yet to be extricated. Most of the casualties were in the first three carriages, which included first-class seats. All ten train employees are believed to have died in the crash. Over 80 people were hurt in the accident near Larissa in the Tempe Valley of Thessaly, central Greece, on the main railway line between the capital and Thessaloniki."
650,2023-09-12 04:09:07.586,7475033994,warehouse_fire,eb7688e0-0c9f-4e9a-a2b8-2ba000a8f11b,GMB warns of summer of strike chaos at Amazon as it announces six new dates - LabourList,"GMB has warned of a summer of strike chaos at Amazon after the union announced six further days of industrial action at the company's Coventry warehouse and the start of strike ballots at five new sites. The union said today more than 560 workers in Coventry will walk out on April 16th to 18th and again on April 21st to 23rd in an ongoing dispute over pay that has already seen members take eight days of strike action. GMB also said its members at five other fufillment centres in the Midlands will begin balloting over industrial action, specifically in Mansfield, Coalville, Kegworth, Rugeley and Rugby. The union said the ballots would run for several weeks. GMB senior organiser Amanda Gearing said: Industrial action is growing, and this could fast become a summer of strike chaos at Amazon. Three months ago, Amazon told our members there was no money left for pay rises, yet through pressure, campaigning and strike action we have forced Amazon to sit up and take notice. Six further days of strike action in Coventry is a clear statement from our members they are worth more; they will not accept a pay rise of pennies from one of the world's wealthiest corporations. With workers at five further sites starting ballots for industrial action this month, it is clear Amazon need to urgently get serious and talk pay with GMB now. Workers at the Coventry warehouse staged the first strike in the UK in Amazon's history on January 25th, following an industrial action ballot that saw 98 vote to strike on a turnout of more than 63. GMB said members had voted to strike in anger over the company's 50p-per-hour pay offer. According to the union, its members currently receive 10.50 per hour. GMB has called for pay to be increased to 15 per hour. Amazon told ITV News in December that the company offers competitive pay which starts at a minimum of between 10.50 and 11.45 per hour depending on location, which it said represents a 29 increase since 2018. GMB announced seven further days of strike action by workers in Coventry last month, with members walking out on February 28th and March 2nd, before taking part in a week-long strike from March 13th to 17th. Amazon announced in July 2022 that its total UK revenues rose by 12.6 during the previous year to 23.2bn. Amazon UK Services, the company's warehouse and logistics operation, grew its revenues by just over a quarter to 6.09bn. In an interview with LabourList in December, TUC general secretary Paul Nowak identified Amazon as an employer that unions globally have got to get to grips with, adding that he hopes the strike action by workers in Coventry will be a little bit of the spark that lights the flame.",https://labourlist.org/2023/03/gmb-warns-of-summer-of-strike-chaos-at-amazon-as-it-announces-six-new-dates/,0,"More than 560 workers in Coventry will walk out on April 16th to 18th and again on April 21st to 23rd in ongoing dispute over pay. GMB also said its members at five other fufillment centres in the Midlands will begin balloting over industrial action, specifically in Mansfield, Coalville, Kegworth, Rugeley and Rugby. The union said the ballots would run for several weeks. Amazon told ITV News in December that the company offers competitive pay which starts at a minimum of between 10.50 and 11.45 per hour."
417,2023-09-12 04:02:52.967,7490276947,marine,d4dfd2e7-86fc-4098-975e-32dcf4eea142,Russian Crude Cargo Unloaded In Ghana After Waiting For Six Weeks  OilPrice.com,"Ghana has just received its first cargo of crude from Russia in at least four years after an oil tanker that had waited for permission to dock for six weeks was cleared to discharge the oil this weekend, tanker-tracking data compiled by Bloomberg showed on Monday. The Theseus crude tanker was in the Gulf of Guinea on Monday, according to data from MarineTraffic. The tanker loaded with what is believed to be Russian crude oil departed from Russia's Black Sea port of Novorossiysk at the end of January. It arrived close to Ghana's coasts at the end of February, but it had been anchored off the shore waiting for permission to dock and discharge the cargo. The 600,000 barrels of crude that the tanker carried from Novorossiysk to Ghana were the first observed cargo from Russia to the African country in at least four years, according to Bloomberg. The six-week wait was prompted by national security concerns, sources said. One of the people familiar with the situation told Bloomberg that Ghana had allowed the tanker to dock after claims that the crude oil was from Kazakhstan. But according to data from tanker data firms and a port agent for Novorossiysk, the tanker was shipping Russian crude. The buyer of the cargo, believed to be Platon Gas Oil Ghana Ltd, is not expected to process the crude for at least six months, and will store the oil in storage tanks it has leased from the Tema oil refinery, where the cargo was delivered this weekend, according to local energy experts. Apart from Asia, Russia has turned to Africa to sell more of its crude oil, after the EU embargoes on seaborne imports of Russia's oil and fuels. Ghana in West Africa could be a rare occurrence for Russian oil purchases, but countries in North Africa have become key export outlets of Russia's diesel and other petroleum products after the EU ban on imports of Russian fuels took effect in early February.",https://oilprice.com/Latest-Energy-News/World-News/Russian-Crude-Cargo-Unloaded-In-Ghana-After-Waiting-For-Six-Weeks.html,1,"An oil tanker that had waited for permission to dock for six weeks was cleared to discharge the oil this weekend. The 600,000 barrels of crude that the tanker carried from Novorossiysk to Ghana were the first observed cargo from Russia to the African country in at least four years. The buyer of the cargo, believed to be Platon Gas Oil Ghana Ltd, is not expected to process the crude for at least six months. Russia has turned to Africa to sell more of its crude oil after the EU embargoes on seaborne imports of Russia's oil and fuels."
397,2023-09-12 04:09:07.586,7491926667,warehouse_fire,eb7688e0-0c9f-4e9a-a2b8-2ba000a8f11b,"Massive Fire Breaks Out At Garia's Timber Godown in South Kolkata, 15 Fire Tenders Fighting To Douse The Fire",Kolkata Fire News Today  Massive fire breaks out at a timber godown in South Kolkata. The incident occurred in the densely populated area of Garia. The fire broke out in a wooden warehouse in the Brahmapur area of Garia. The fire spread in no time as there were too many flammable materials inside. 15 fire tenders have been fighting to control the blaze at the warehouse. Watch the video herekolkatafire firegodown gariafire brahmapurfire bansdronifire,https://www.timesnownews.com/videos/mirror-now/society/massive-fire-breaks-out-at-garias-timber-godown-in-south-kolkata-15-fire-tenders-fighting-to-douse-the-fire-video-99411310,0,The fire broke out in a wooden warehouse in the Brahmapur area of Garia. The fire spread in no time as there were too many flammable materials inside. 15 fire tenders have been fighting to control the blaze at the warehouse. The incident occurred in the densely populated area ofGaria. Watch the video here: http://www.kolkatafire.com/2013/01/27/fire-godown-garia-brahmapur-fire.html#storylink=cpy.
665,2023-09-12 04:02:52.967,7473817413,marine,d4dfd2e7-86fc-4098-975e-32dcf4eea142,System to Prevent Boxship Parametric Rolling Receives AiP from LR,"A new software system, developed as part of a joint project between shipbuilding Hyundai Heavy Industries, Eastern Pacific Shipping, and Lloyd's Register, has received critical approval in the effort to prevent excessive rolls for containerships that lead to stack collapses and overboard losses. Lloyd's Register has awarded Approval in Principle (AiP) to Hyundai's new Onboard Guidance System, which is designed to help containerships prevent excessive rolling. The container industry has long struggled to understand the phenomenon known as parametric rolling and how to prevent its impact on vessels. Incident reports have directly linked ships experiencing these sudden onset motions and the loss of containers. Calling a recent increase in the number of containers lost at sea and reversal of the downward trend concerning, the World Shipping Council in 2022 reported that the industry was embarking on a three-year study looking at the causes and how to prevent container damage and loss. Initial results from the WSC-led research had already identified that parametric rolling in following seas as especially hazardous for container vessels. They said that this phenomenon is not well known and can develop unexpectedly with severe consequences. WSC had already supported the industry with new warnings and advisories to marines on steps to recognize and prevent parametric rolling in following seas. The system developed by Hyundai and tested on an Eastern Pacific 15,100 TEU containership in September 2022 evaluates the stability of the roll motion of the containership in operation. The solution considers various loading conditions and sea conditions and provides operation guidance on board based on actual operational information in connection with Hyundai Global Service (HGS)'s Integrated Smartship Solution (ISS). With the development of the technology, our clients are able to reduce unnecessary costs due to the loss of containers and HHI has come to secure differentiated competitiveness as a shipbuilder that ensures safe operation at sea, said Seungho Jeon, Chief Technology Officer for Hyundai Heavy Industries. It also has a significant meaning in that we have established a foundation for further advancing the system by completing a pilot test on the EPS vessels in operation. Lloyd's Register participating in the project also suggested rules, requirements, and guidance for the system as part of the AiP. This software is a crucial tool in preventing Parametric Rolling Movement and improving safety at sea, Nick Gross, Global Containership Segment Director for Lloyd's Register. Container roll can cause a ship to dangerously roll at extreme angles, sometimes culminating in a vessel capsizing. Approval in Principle for HHI's Onboard Guidance System is a meaningful milestone for preventing container roll at sea. LR reports that it is building on its long-standing relationship with HD Hyundai. Among other recent projects, they also recently awarded AiP for two containerships equipped with various measures for mitigating container loss at sea.",https://maritime-executive.com/article/system-to-prevent-boxship-parametric-rolling-receives-aip-from-lr,0,Lloyd's Register has awarded Approval in Principle (AiP) to Hyundai's new Onboard Guidance System. The system is designed to help containerships prevent excessive rolling. The World Shipping Council in 2022 reported that the industry was embarking on a three-year study looking at the causes and how to prevent container damage and loss. The solution considers various loading conditions and sea conditions and provides operation guidance on board based on actual operational information in connection with Hyundai Global Service (HGS)'s Integrated Smartship Solution (ISS)
821,2023-09-12 04:02:52.967,7463540355,weather_naturalevent,aaa6ce5a-8bb0-4f71-a446-4ea68bf40bcf,Nighttime Tornadoes: How To Stay Safe  Weather.com,"The possibility of any tornado is frightening, but the thought of a twister striking in the night is really scary. And for good reason: Tornadoes at night are more than twice as likely to be deadly as those during the day, according to a study. You can, however, take steps to be as safe as possible. Here are some tips: In general, your awareness of the threat of overnight severe weather, before you go to sleep, is very important. Nighttime Tornadoes More Than Twice As Likely To Be Deadly 7 Things You Should Never Forget When Tornadoes Strike The Ingredients That Trigger A Severe Weather Outbreak How Your Cell Phone Can Help Keep You Safe In Severe Weather The Weather Company's primary journalistic mission is to report on breaking weather news, the environment and the importance of science to our lives. This story does not necessarily represent the position of our parent company, IBM.",https://weather.com/safety/tornado/news/2023-03-24-nighttime-tornadoes-how-to-stay-safe,0,"Tornadoes at night are more than twice as likely to be deadly as those during the day. You can, however, take steps to be as safe as possible. In general, your awareness of the threat of overnight severe weather, before you go to sleep, is very important. The Weather Company's primary journalistic mission is to report on breaking weather news, the environment and the importance of science to our lives. This story does not necessarily represent the position of our parent company, IBM."
1464,2023-09-12 04:02:07.878,7428129425,train,3b27edc7-6ce6-4216-bc47-5693f57b052e,Outrage As Greece Admits failures After Deadly Train Crash - UrduPoint,"Anger mounted in Greece on Thursday over a deadly train collision that killed at least 57 people, with protests and a national strike as authorities admitted failures overseeing the rail network Larissa, Greece, (APP - UrduPoint  Pakistan Point News - 2nd Mar, 2023 ) :Anger mounted in Greece on Thursday over a deadly train collision that killed at least 57 people, with protests and a national strike as authorities admitted failures overseeing the rail network. About 700 demonstrators massed outside the Athens headquarters of Greek rail operator Hellenic Train to voice outrage and sorrow over the country's worst-ever rail disaster. Announcing the 24-hour shutdown, the rail union federation denounced a lack of respect towards Greece's rail network by successive governments over the years, which led to this tragic result. Government spokesman Yiannis Economou said an inquiry would examine the chronic delays in implementing railway works, delays caused by chronic public-sector malaise and decades of failure. - Negligence - Authorities have pointed to human error in explaining the collision in which two carriages were demolished and a restaurant car caught fire, trapping many victims inside. I believe the responsibility, the negligence, the error has been confessed by the station master, Economou told reporters in Athens. The manager acknowledges what he has done, his lawyer confirmed. Train unionists say security problems for the Athens-Thessaloniki railway line had been known for years. The country's transport minister resigned Wednesday, and his replacement on Thursday offered his apologies to families of the victims and vowed a complete evaluation of the political system and the state. I want to say, looking these people straight in the eye, that there will be an inquiry and everything will be presented to Greek citizens, Giorgos Gerapetritis said. Safety systems on the Athens-Thessaloniki line are still not fully automated, five years after the state-owned Greek rail operator Trainose was privatised and sold to Italy's Ferrovie Dello Stato Italiane and became Hellenic Train. Newspaper front pages also played up the alleged shortcomings, with the headline of Kathimerini saying The dead want answers. Prime Minister Kyriakos Mitsotakis said after visiting the crash site Wednesday that Everything shows that the drama was, sadly, mainly due to a tragic human error. Angry demonstrators had rallied outside the Athens office of Hellenic Train on Wednesday evening, as police used tear gas to disperse protesters who threw rocks at the building. US President Joe Biden offered his condolences on Thursday for the tragic train accident, adding that We wish those injured a quick and full recovery. - 'Crumpled like paper' - Survivors described scenes of horror and chaos from the crash, many dodging smashed glass and debris as the train keeled over, and breaking windows to climb out. The train's restaurant car erupted in flames after the collision, with temperatures inside reaching 1,300 degrees Celsius (2,370 Fahrenheit), the fire department said. For hours after the crash it was not immediately clear how many people were on board, complicating efforts to determine how many are missing. Roubini Leontari, the chief coroner at Larissa's general hospital, told state broadcaster ERT on Thursday that over 10 people were still unaccounted for, including two Cyprus nationals.",https://www.urdupoint.com/en/world/outrage-as-greece-admits-failures-after-dea-1652554.html,1,"About 700 demonstrators massed outside the Athens headquarters of Greek rail operator Hellenic Train to voice outrage and sorrow over the country's worst-ever rail disaster. Announcing the 24-hour shutdown, the rail union federation denounced a lack of respect towards Greece's rail network by successive governments over the years. Government spokesman Yiannis Economou said an inquiry would examine the chronic delays in implementing railway works, delays caused by chronic public-sector malaise and decades of failure. Authorities have pointed to human error in explaining the collision in which two carriages were demolished and a restaurant car caught fire."
1330,2023-09-12 04:02:07.878,7433781408,strike,3c6e51c0-87a5-4343-9fd9-76b1edd597cf,"HEALTH STRIKE CHAOS: Nehawu strike continues despite second interdict, leaving health facilities reeling","Cancelled surgeries, ambulances barred from hospitals, stalled medication dispensing are among the critical services affected by the health workers' strike. The Labour Court in Johannesburg upheld an interdict to stop a strike by National Education, Health and Allied Workers' Union (Nehawu) strike on Monday evening. The union had appealed against the interdict first filed on Saturday. Nehawu kicked off a countrywide strike early on Monday with reports of intimidation stopping health workers from entering or leaving health facilities, cancelled surgeries and ambulances barred from entering or leaving hospitals, with many other critical services grinding to a halt. Read more in Daily Maverick: Wage strike hammers health services across the country The judgment states the strike will likely because irreparable harm to the government and affect numerous public services including education, health, police, home affairs, social development and correctional services. The applicant submitted that the appeal has no prospects of success given that the collective agreement that the union seeks to compel the applicant to conclude would be contrary to regulated measures in the form of Public Service Regulations. The Department of Public Service and Administration and its Minister argued that the fiscal year had not begun and the unions, therefore, did not know the financial allocations and could not yet make demands. Nehawu's KwaZulu-Natal branch closed 80 health facilities around the province, according to the union's provincial secretary Ayanda Blessing Zulu. Daily Maverick has not been able to corroborate Zulu's claim. The head offices of education, public works and cooperative governance were closed. Water and sanitation offices; sports, arts and culture were closed; social development were also closed. The strike is indefinite until our demands are met, Zulu said. Patients at Pietermaritzburg's East Boom Community Health Centre were not able to access the facility. Burning tyres and litter blocked the entrance to Umgeni Hospital in Howick. Patients visiting the Nelson Mandela Academic Hospital in Mthatha and Mthatha General Hospital to receive critical - and at times overdue - treatment from their doctors were angry on Monday after being told to make a new appointment for another day. Wheelchair-bound Mzikayise Mabhongo, from Upper Xhongorha, was among those who were left frustrated on Monday afternoon when they were turned away at the gate. I arrived here in the morning today for a review and as you can see I am using a wheelchair. It was a hectic day. After meeting with my doctor I was told to collect medication, but the medication room was locked due to the strike. I did not receive any treatment today; it was just a waste of time and my money, Mabhongo said. Another patient Masibe Mangiso, who also uses a wheelchair, said he was told to make another appointment for next Monday because of the strike. We are patients here and they are supposed to assist us. I am hiring a bakkie for R300 to get from Qunu Village to here. Today we feel neglected as patients. Government needs to take this seriously. People are going to lose their lives, he said. Meanwhile, Monwabisi Mesilani, who was accompanying his wife, Nombulelo Qhinga, said he was angry at how they were treated on Monday. We are coming from Mqanduli with R45 each in a taxi. Just imagine coming here for nothing. It is really painful, and I do not know what will happen to my wife overnight; she did not get any assistance today, Mesilani said. Emergency medical services elsewhere in the Eastern Cape were heavily affected. Several hospitals and clinics offered only limited services and many patients wanting to collect medication were turned away. The dispatch of ambulances from the control room at Dora Nginza Hospital in Nelson Mandela Bay was interrupted after control room staff were removed from their workstations. Livingstone Hospital in Gqeberha stopped all elective surgeries and performed emergency surgery only. Protesters shut the gates to both Livingstone and Dora Nginza hospitals for a while, but they were later reopened. Protesters burnt tyres on the road in Zwide leading to Dora Nginza Hospital, which is the centre for maternal and paediatric care in the metro. Health officials said they were unsure if tyres burning in the road in front of the hospital were related to the Nehawu strike. Just before noon, a memorandum was sent from the head of the Eastern Cape health department, Dr Rolene Wagner, giving protesters two hours to return to work, saying that the principle of no work, no pay would apply. Provincial health spokesperson Sizwe Kupelo said four other unions were not joining the strike. He added that law enforcement agencies were deployed to deal with acts of criminality. Nehawu workers stopped people from entering health facilities and caused disruptions, according to Tebogo Lekgethwane, media and communications manager for the North West health department. Strikers barricaded entrances mainly around the Tshepong Hospital in Klerksdorp and several district hospitals such as Gelukspan District Hospital, he said. Most health facilities in the province were affected by the strike, Lekgethwane said, but some services returned in the afternoon when the police were called in. On Monday night, a doctor at Tshepong Hospital said no nurses had been allowed in by 8pm, patients had not received their medication and were unlikely to be served dinner. The strike is still ongoing, the doctor said. Strikers allowed a few doctors in, but no nurses. Doctors cannot provide meds, feed patients and ensure observation is being done as well as the turning of very ill patients. So right now patients and doctors are helpless, he said. He said they had information that the hospital management was meeting with the provincial health department but had not received an update. Rob Ferreira Hospital in Mbombela has reportedly been closed, while Ermelo Regional Hospital in Ermelo is partially functional. The Free State health department's spokesperson, Mondli Mvambihave, said the department had received information that members of Nehawu had barricaded access and disrupted services at the Mofumahadi Manapo Mopeli Regional Hospital and Elizabeth Ross in Qwaqwa, Fezi Ngubentombi in Sasolburg, Boitumelo Hospital in Kroonstad and Pelonomi Hospital in Bloemfontein. He said the department had contacted law enforcement agencies to ensure patients' constitutional right to health was not infringed by those participating in the strike. It is unclear so far as to who is actively participating in the strike as services have not ground to a complete halt, he said. Health workers confirmed to Daily Maverick earlier on Monday that Pelonomi and Universitas hospitals had been affected, with protesters blocking the entrances to both, resulting in surgery being cancelled. In many cases patients had been waiting months for critical surgery, a doctor confirmed. No nursing or support staff were allowed to enter Pelonomi to work. The protesters were incredibly militant and aggressive, burning tyres and throwing rocks at vehicles, said a health worker. The gates at Leratong Hospital in Krugersdorp reportedly closed at about 4am, preventing anybody from entering or leaving the hospital. A skeleton staff ventilated patients in the wards. Staff working the night shift at the hospital were met with burning tyres blocking movement in and out of the hospital. Patients seeking help at Carletonville Hospital were sent home. The hospital issued a statement on its Facebook page, urging patients and visitors to exercise caution when accessing the facility, and said it was working on mitigating any risk related to service delivery disruption as a result of the national strike. We remain open for emergency cases and EMS will continue to service critical cases, the statement added. Thelle Mogoerane Regional Hospital in Vosloorus, Helen Joseph Hospital in Auckland Park, Chris Hani Baragwanath Hospital in Soweto, and Dr Yusuf Dadoo Hospital in Krugersdorp were reportedly also affected. The entrances to Helen Joseph Hospital and Chris Hani Baragwanath were blocked with burning tyres. Affected Gauteng facilities also include Bheki Mlangeni District Hospital, Thelle Mogoerane Regional Hospital, Tembisa Provincial Tertiary Hospital, Goba Clinic, Magagula Clinic, in Ekurhuleni, Kopanong Hospital, Sebokeng Regional Hospital, Heidelberg District Hospital, Johan Heyns Community Health Centre, Levai Mbatha Community Health Centre, Sebokeng Zone 17 Clinic in Sedibeng and West Rand District Hospital. Read more in Daily Maverick: Hospital strikes because disruptions as public servants down tools, Chris Hani Baragwanath hardest hit Motalatale Modiba of the Gauteng health department confirmed that in some instances ambulances were unable to attend to emergencies because they were unable to leave or enter facilities that had been blocked by protesters.",https://www.dailymaverick.co.za/article/2023-03-06-nehawu-strike-continues-despite-second-interdict-leaving-health-facilities-reeling/,0,"The Labour Court in Johannesburg upheld an interdict to stop a strike by National Education, Health and Allied Workers' Union (Nehawu) strike on Monday evening. The union had appealed against the interdict first filed on Saturday. Nehawu kicked off a countrywide strike early on Monday with reports of intimidation stopping health workers from entering or leaving health facilities. Cancelled surgeries, ambulances barred from hospitals, stalled medication dispensing are among the critical services affected by the health workers' strike. The judgment states the strike will likely because irreparable harm to the government and affect numerous public services."
1244,2023-09-12 04:02:07.878,7435886376,train,3b27edc7-6ce6-4216-bc47-5693f57b052e,Tech issue knocks out Sydney's train network,"A communication hitch has knocked out all of Sydney's metropolitan train network. All lines on the Sydney Trains network were experiencing significant delays and disruptions on Wednesday afternoon - with authorities unable to say when services would resume. Commuters were advised to allow for extra travel time until the problem could be fixed. Allow plenty of extra travel time due to a train communication issue, a statement on the TripView app said. Trains may stop on platforms or between stations for longer than normal while the issue is ongoing. We will update you when we have more information. Pictures circulating on social media showed big crowds waiting on platforms across the city, as it endured its third consecutive day of temperatures above 30 degrees. All services are suspended. No trains anywhere in Sydney. Currently stuck at Strathfield, wrote one dejected Twitter user. The fallout has also hit other transport in the harbour city, with buses reportedly jammed and rideshare fares already doubling due to surge pricing.",https://thenewdaily.com.au/news/state/nsw/2023/03/08/sydney-trains-network/,0,"All lines on the Sydney Trains network were experiencing significant delays and disruptions on Wednesday afternoon. Commuters were advised to allow for extra travel time until the problem could be fixed. Pictures circulating on social media showed big crowds waiting on platforms across the city, as it endured its third consecutive day of temperatures above 30 degrees. The fallout has also hit other transport in the harbour city, with buses reportedly jammed and rideshare fares already doubling due to surge pricing. All services are suspended. Currently stuck at Strathfield, wrote one dejected Twitter user."
681,2023-09-12 04:09:07.586,7472065531,warehouse_fire,eb7688e0-0c9f-4e9a-a2b8-2ba000a8f11b,2 more lawsuits filed after fatal Orange County fireworks warehouse fire,"ORLANDO, Fla. - Two more lawsuits have been filed against several companies, including SeaWorld Entertainment, for a December explosion and fire at an Orange County fireworks company's warehouse that lead to the deaths of four people and one person being severely burned. The estate of Lindsey Phillips, one of the victims in the fire is suing Magic in the Sky, Magic in the Sky Florida LLC, and several other entities, as well as SeaWorld. The lawsuit accuses Magic in the Sky of negligence, claiming they violated the law because the warehouse where fireworks were being stored and repaired was not permitted or approved, that Phillips did not receive proper training and failed to install proper fire safety equipment, including smoke alarms or detectors. The lawsuit also accuses SeaWorld Entertainment of negligence because it said the company was in a joint venture with Magic in the Sky and therefore should have made sure the company was following regulations. Read the whole lawsuit filing below: TRENDING: Become a News 6 Insider An Orange County commissioner in December learned the business that was holding the fireworks had permits to store furniture in the warehouse, not fireworks. An explosion happened at the Magic in the Sky fireworks company off Central Florida Parkway on December 1, sparking a large fire at the warehouse. Five people were rescued that night, but only one survived the fire. WATCH PREVIOUS COVERAGE Also filing a lawsuit is Lindsey Tallafuss, the worker who survived, though with burns on more than 60 of her body. She is suing Magic in the Sky for negligence and unfair labor practices related to the fire, and SeaWorld and other companies because they are part of a joint venture with Magic in the Sky. The suit singles out SeaWorld in particular: Essentially, SeaWorld was using its joint ventures to prepare, store and use commercial fireworks which it regularly used on its Orlando amusement park premises, and turned a craven blind eye to how these inherently dangerous products were being stored and how they were being transported to SeaWorld. Lawsuit Read the whole lawsuit filing below: The estates of two other victims of the fire, Elizabeth Tiralongo and Landon Bourland, have also sued the same entities, alleging negligence. The warehouse fire and explosion are still under investigation at this time. Get today's headlines in minutes with Your Florida Daily:",https://www.clickorlando.com/news/local/2023/03/29/2-more-lawsuits-filed-after-fatal-orange-county-fireworks-warehouse-fire/,1,"Four people died in a fireworks warehouse explosion and fire in December. The estate of one of the victims is suing Magic in the Sky, SeaWorld and others. SeaWorld is accused of negligence because it was in a joint venture with the company. Lindsey Tallafuss, who survived the fire, is suing SeaWorld for unfair labor practices, negligence and more. the lawsuit singles out SeaWorld in particular for using commercial fireworks it regularly used on its Orlando amusement park premises, and turned a craven blind eye to how these inhere."
